timestamp,x-axis (m/s^2),y-axis (m/s^2),z-axis (m/s^2),R00,R01,R02,R10,R11,R12,R20,R21,R22
20:42:59:536,0.48972170625716865,-1.0395240782243458,-9.803195732634222,0.9999999984721363,2.3929746654575892e-05,4.4594833596490046e-05,-2.392730919521699e-05,0.9999999989930837,-4.870580477413925e-05,-4.459633057563926e-05,4.870459061468827e-05,0.999999997991409
20:42:59:569,0.4936514457071717,-1.0405081745710514,-9.81287977982417,0.9999999947301178,4.614537732354514e-05,8.804749032572358e-05,-4.614435373194858e-05,0.9999999974173921,-1.1680852945221244e-05,-8.804685710621435e-05,1.1676783940590865e-05,0.9999999948677597
20:42:59:602,0.4931913308525745,-1.0444080603670602,-9.811131048899778,0.999999994511465,6.506696086220155e-05,7.30945338726173e-05,-6.507309558266696e-05,0.9999999942736821,6.294063191774519e-05,-7.308910950959228e-05,-6.294613688039403e-05,0.9999999938274596
20:42:59:636,0.48727800787276404,-1.0483766651267101,-9.806516945357846,0.9999999965789035,1.1142475216587047e-05,7.87295386135158e-05,-1.1145225026956254e-05,0.9999999977807977,2.9401133211687095e-05,-7.872756716147418e-05,-2.940217536158208e-05,0.9999999951031496
20:42:59:669,0.5011728070611848,-1.046596395468201,-9.812141603207857,0.9999999953659333,2.8764052663588514e-06,8.548643500190757e-05,-2.874208810600147e-06,0.9999999995069391,-2.417798237322066e-05,-8.548682323300217e-05,2.417685313871322e-05,0.999999996098672
20:42:59:702,0.4968016573703505,-1.0398281937611222,-9.818018810261199,0.9999999916276313,4.914548372287428e-05,0.00011940470794303091,-4.9141717313030727e-05,0.9999999980313671,-3.2713298588469843e-05,-0.00011940603940350966,3.270768450144231e-05,0.9999999921273419
20:42:59:736,0.5019716885759318,-1.0360995370401356,-9.812190483190735,0.9999999956920465,8.81156085234383e-06,9.28570321004984e-05,-8.808298954170063e-06,0.9999999990526479,-3.398657181517451e-05,-9.285744113004125e-05,3.398599010818059e-05,0.999999994689744
20:42:59:769,0.4947310068193264,-1.0347305549310872,-9.797071683962423,0.9999999941916277,5.331688752459782e-05,9.298780626531502e-05,-5.331630343288424e-05,0.9999999984847321,-7.842786051111503e-06,-9.298835933234724e-05,7.837978998076123e-06,0.9999999957689122
20:42:59:802,0.48405191958517685,-1.0512478120244892,-9.799608355351857,0.9999999941419939,4.978555380295025e-05,8.344537177377916e-05,-4.978599591129944e-05,0.9999999971997058,6.523006929212898e-06,-8.34475751445421e-05,-6.527536897076186e-06,0.9999999954793976
20:42:59:836,0.4916402406281782,-1.0367494996413456,-9.808044550624095,0.9999999959479153,-3.365551084215867e-05,7.907375408168096e-05,3.3655130230839414e-05,0.9999999977739666,2.4337161837357393e-05,-7.907284777622034e-05,-2.4333966476738964e-05,0.9999999944364342
20:42:59:869,0.4901464748782606,-1.0352609164275746,-9.811851880386952,0.9999999947796807,-4.729106449758065e-05,8.904870254716911e-05,4.729705207549281e-05,0.9999999969480644,-7.288084865010609e-05,-8.904511395882049e-05,7.288628752425601e-05,0.9999999932325234
20:42:59:902,0.4907135751943753,-1.0552975373341482,-9.812033039409249,0.999999994470506,3.592225282384014e-05,6.783108082879436e-05,-3.5920586482772145e-05,0.9999999966943872,-4.022228854862063e-05,-6.783348947810173e-05,4.021714712365175e-05,0.9999999944178741
20:42:59:936,0.48996677717892767,-1.0506021006388102,-9.806736254725681,0.9999999837251649,0.00010049836388089361,0.00015009297676366428,-0.00010049186466559181,0.9999999934929492,-4.498551311892449e-05,-0.00015009759750403683,4.497078966029273e-05,0.9999999877238848
20:42:59:969,0.4925992491958021,-1.0526428373425416,-9.810106341560262,0.9999999912163534,3.105053067731299e-05,0.00012811577705209025,-3.104987916949084e-05,0.9999999992304832,-9.260082619671544e-06,-0.00012811536705516539,9.255816699833658e-06,0.9999999911466384
20:43:00:002,0.4900816146308567,-1.050551805149539,-9.80974193831554,0.9999999950858196,1.8566800455696302e-05,9.756364267275548e-05,-1.85615240360786e-05,0.9999999979986154,-5.179094126301774e-05,-9.756501192101541e-05,5.178953275212416e-05,0.9999999936575655
20:43:00:036,0.48782796878230683,-1.0376601594073476,-9.810761334031044,0.9999999986719877,1.6278766448167237e-05,4.303735280488185e-05,-1.6276858403792175e-05,0.9999999988511327,-3.9342927909354e-05,-4.303822200406525e-05,3.9341706861411636e-05,0.9999999982461379
20:43:00:069,0.49869878421128216,-1.0496247690627107,-9.806801971456396,0.9999999978746162,-8.761761389698452e-06,3.9205663362200174e-05,8.76228657873717e-06,0.9999999988237583,-3.3448430009621046e-05,-3.920480699875656e-05,3.3447515318613566e-05,0.9999999975290305
20:43:00:102,0.49222377757987873,-1.0448817674639284,-9.80090949977527,0.9999999950707343,2.90984742757304e-05,7.729807013257163e-05,-2.9097832211226533e-05,0.9999999984728144,-1.7678963932618413e-05,-7.729781578741428e-05,1.767553657387257e-05,0.9999999952640557
20:43:00:136,0.4927611320469272,-1.0478629404722835,-9.815366577398223,0.9999999995186681,1.2954362370995681e-05,3.2810134683957976e-05,-1.2955495181700349e-05,0.9999999998892893,1.7025326210005487e-05,-3.2809987074632145e-05,-1.7025304896910657e-05,0.9999999993750722
20:43:00:169,0.4844903181704591,-1.0399196752357847,-9.813457307850177,0.999999997004957,6.86349683861755e-06,7.109326770661994e-05,-6.865547731487736e-06,0.9999999991470438,3.3936872184447754e-05,-7.109268593488116e-05,-3.393819444959853e-05,0.9999999966970636
20:43:00:202,0.503313809666155,-1.0450376087334168,-9.801822381949735,0.9999999987245409,1.85934835770826e-05,2.0924509072350868e-05,-1.8594147890952945e-05,0.9999999984738679,7.6233296639218286e-06,-2.092498424919637e-05,-7.624572067391343e-06,1.0000000002019735
20:43:00:236,0.49714764924702626,-1.047538882805856,-9.813601126493708,0.9999999940042679,5.6734357557617015e-05,6.761975982869668e-05,-5.673152259950522e-05,0.9999999978593814,-2.9018945741630685e-05,-6.762079558011755e-05,2.9017553919547624e-05,0.9999999952110777
20:43:00:269,0.48991760379130556,-1.0498636270672164,-9.811616213134798,0.9999999890325257,-8.743548252087595e-06,0.0001480174022079439,8.751659698198309e-06,0.999999998312413,-5.858898748063305e-05,-0.0001480169584604389,5.8589110414074596e-05,0.9999999874505452
